,GUID,GEOGID,GEOGDESC,0 - 9 years,10 - 19 years,20 - 29 years,30 - 39 years,40 - 49 years,50 - 59 years,60 - 69 years,70 - 79 years,80 years and over
2048,2AE1962917AA13A3E055000000000001,ED3409_21037,Griston,36,42,20,33,62,39,36,25,11
2049,2AE1962917AB13A3E055000000000001,ED3409_21038,Hospital,203,179,113,207,178,136,161,94,41
2050,2AE19629179F13A3E055000000000001,ED3409_21039,Kilfinnane,142,156,119,153,152,128,144,84,43
2051,2AE1962917A113A3E055000000000001,ED3409_21040,Kilflyn,25,15,25,26,20,31,32,20,5
2052,2AE1962917A313A3E055000000000001,ED3409_21041,Kilmallock,350,307,238,321,325,283,291,183,96
2053,2AE1962917BB13A3E055000000000001,ED3409_21042,Kilteely,75,83,53,83,82,92,47,39,20
2054,2AE1962917BD13A3E055000000000001,ED3409_21043,Knockainy,91,107,66,84,94,125,88,43,24
2055,2AE1962917BE13A3E055000000000001,ED3409_21044,Knocklong,116,128,71,105,137,107,126,55,29
2056,2AE1962917B913A3E055000000000001,ED3409_21045,Particles,39,42,9,41,37,37,19,12,4
2057,2AE1962917D813A3E055000000000001,ED3409_21046,Rockhill,54,33,17,47,50,40,39,30,11
2058,2AE1962917CA13A3E055000000000001,ED3409_21047,Tobernea,81,120,44,63,112,80,75,48,20
2059,2AE1962917CB13A3E055000000000001,ED3409_21048,Uregare,109,77,43,88,95,75,83,40,21
2060,2AE19629175913A3E055000000000001,ED3409_21049,Abington,235,198,135,192,177,133,85,57,26
2061,2AE19629176713A3E055000000000001,ED3409_21050,Ballybricken,273,325,151,227,275,247,189,85,42
2062,2AE19629176813A3E055000000000001,ED3409_21051,Ballycummin,3154,2186,2185,3834,2728,1885,1257,798,361
2063,2AE19629177013A3E055000000000001,ED3409_21052,Ballysimon,1728,1963,3513,2233,1463,1019,827,535,309
2064,2AE19629177113A3E055000000000001,ED3409_21053,Ballyvarra,611,634,579,615,673,508,389,220,59
2065,2AE19629176513A3E055000000000001,ED3409_21054,Caherconlish East,80,72,38,59,73,76,49,47,13
2066,2AE19629176613A3E055000000000001,ED3409_21055,Caherconlish West,444,271,211,386,317,216,185,116,90
2067,2AE19629177D13A3E055000000000001,ED3409_21056,Caherelly,59,66,35,38,84,41,21,14,6
2068,2AE19629177E13A3E055000000000001,ED3409_21057,Cappamore,183,193,141,189,174,181,176,72,53
2069,2AE19629177F13A3E055000000000001,ED3409_21058,Carrig,91,86,49,65,92,67,94,40,9
2070,2AE19629178013A3E055000000000001,ED3409_21059,Castleconnell,552,474,243,533,520,375,323,221,91
2071,2AE19629178313A3E055000000000001,ED3409_21060,Clarina,246,250,175,246,243,267,200,82,61
2072,2AE19629178613A3E055000000000001,ED3409_21061,Clonkeen,199,127,81,206,160,70,81,30,19
2073,2AE19629178B13A3E055000000000001,ED3409_21062,Doon West,32,34,16,30,43,18,38,16,10
2074,2AE1962917A613A3E055000000000001,ED3409_21063,Glenstal,165,264,87,156,155,126,109,54,24
2075,2AE1962917B113A3E055000000000001,ED3409_21064,Kilmurry,134,139,75,91,179,110,102,57,22
2076,2AE1962917C113A3E055000000000001,ED3409_21066,Limerick South Rural,326,254,151,355,301,195,121,54,29
2077,2AE1962917D013A3E055000000000001,ED3409_21067,Patrickswell,197,203,161,183,176,200,176,111,44
2078,2AE1962917DA13A3E055000000000001,ED3409_21068,Roxborough,170,202,127,124,187,288,220,137,40
2079,2AE19629175C13A3E055000000000001,ED3409_21069,Anglesborough,47,41,25,40,53,40,62,22,9
2080,2AE19629176A13A3E055000000000001,ED3409_21070,Ballylanders,93,80,40,97,111,53,85,49,20
2081,2AE19629177913A3E055000000000001,ED3409_21071,Cullane,53,52,35,45,53,42,59,24,11
2082,2AE19629179913A3E055000000000001,ED3409_21072,Duntryleague,38,46,37,36,57,42,34,32,11
2083,2AE19629179E13A3E055000000000001,ED3409_21073,Galbally,74,92,50,58,74,90,72,42,11
2084,2AE1962917AD13A3E055000000000001,ED3409_21074,Kilbeheny,25,32,22,24,39,38,29,21,7
2085,2AE1962917A213A3E055000000000001,ED3409_21075,Kilglass,35,38,22,41,48,56,33,19,10
2086,2AE1962917BF13A3E055000000000001,ED3409_21076,Knocknascrow,43,21,16,34,36,18,14,12,0
2087,2AE1962917D713A3E055000000000001,ED3409_21077,Riversdale,41,29,16,44,21,41,33,19,8
2088,2AE19629175713A3E055000000000001,ED3409_21078,Abbeyfeale,326,348,292,357,374,322,260,182,81
2089,2AE19629175D13A3E055000000000001,ED3409_21079,Ardagh,129,155,81,94,140,160,114,76,32
2090,2AE19629175313A3E055000000000001,ED3409_21080,Ballintober,47,44,23,52,55,47,55,24,14
2091,2AE19629176F13A3E055000000000001,ED3409_21081,Ballynoe West,51,58,16,42,60,40,39,23,6
2092,2AE19629177313A3E055000000000001,ED3409_21082,Boola,22,16,15,25,17,21,15,6,8
2093,2AE19629177413A3E055000000000001,ED3409_21083,Broadford,154,130,71,118,155,113,100,81,38
2094,2AE19629176413A3E055000000000001,ED3409_21084,Caher,42,50,22,39,55,54,53,27,11
2095,2AE19629178413A3E055000000000001,ED3409_21085,Cleanglass,25,42,27,33,45,39,36,19,14
2096,2AE19629178513A3E055000000000001,ED3409_21086,Cloncagh,62,27,15,46,48,30,31,25,12
2097,2AE19629177A13A3E055000000000001,ED3409_21087,Danganbeg,60,46,28,49,66,58,50,39,15
2098,2AE19629179313A3E055000000000001,ED3409_21088,Dromcolliher,105,121,104,89,133,141,106,89,57
2099,2AE19629179513A3E055000000000001,ED3409_21089,Dromtrasna,118,129,72,102,154,117,96,85,27
2100,2AE19629179C13A3E055000000000001,ED3409_21090,Feenagh,49,42,32,47,41,35,53,22,12
2101,2AE19629178D13A3E055000000000001,ED3409_21091,Garryduff,28,27,36,19,32,60,39,22,7
2102,2AE19629178E13A3E055000000000001,ED3409_21092,Glenagower,62,75,38,44,76,89,57,31,22
2103,2AE19629179013A3E055000000000001,ED3409_21093,Glengort,71,79,70,83,84,103,82,59,41
2104,2AE19629179113A3E055000000000001,ED3409_21094,Glensharrold,50,47,39,47,62,68,60,28,15
2105,2AE1962917A413A3E055000000000001,ED3409_21095,Kilmeedy,55,41,31,53,38,42,43,35,16
2106,2AE1962917BC13A3E055000000000001,ED3409_21096,Knockaderry,83,72,36,47,98,66,65,28,18
2107,2AE1962917C413A3E055000000000001,ED3409_21097,Mahoonagh,86,80,39,67,79,66,55,32,18
2108,2AE1962917C613A3E055000000000001,ED3409_21098,Monagay,188,161,110,167,190,169,123,80,33
2109,2AE1962917C713A3E055000000000001,ED3409_21099,Mountcollins,52,51,36,70,52,75,86,50,14
2110,2AE1962917B313A3E055000000000001,ED3409_21100,Mountplummer,50,42,32,51,47,36,33,22,14
2111,2AE1962917B513A3E055000000000001,ED3409_21101,Newcastle Rural,346,266,245,416,338,279,184,125,65
2112,2AE1962917B613A3E055000000000001,ED3409_21102,Newcastle Urban,822,540,580,948,705,489,444,332,244
2113,2AE1962917D113A3E055000000000001,ED3409_21103,Port,59,65,47,48,71,82,70,43,19
2114,2AE1962917D513A3E055000000000001,ED3409_21104,Rathronan,99,100,86,96,105,146,117,66,49
2115,2AE1962917D913A3E055000000000001,ED3409_21105,Rooskagh,38,38,20,37,36,47,35,19,11
2116,2AE1962917C913A3E055000000000001,ED3409_21106,Templeglentan,128,123,87,123,158,148,95,67,45
2117,2AE19629174E13A3E055000000000001,ED3409_21107,Askeaton East,87,93,73,62,75,117,54,44,17
2118,2AE19629174F13A3E055000000000001,ED3409_21108,Askeaton West,165,180,113,155,168,146,108,92,59
2119,2AE19629175113A3E055000000000001,ED3409_21109,Aughinish,25,44,13,36,52,35,19,9,5
2120,2AE19629176013A3E055000000000001,ED3409_21110,Ballyallinan,48,65,40,53,58,71,55,24,14
2121,2AE19629176D13A3E055000000000001,ED3409_21111,Ballynacarriga,145,118,73,142,124,110,81,54,14
2122,2AE19629178213A3E055000000000001,ED3409_21112,Castletown,68,80,29,55,85,75,49,23,16
2123,2AE19629178913A3E055000000000001,ED3409_21113,Craggs,29,48,25,24,44,26,33,22,7
2124,2AE19629177713A3E055000000000001,ED3409_21114,Croagh,113,100,69,89,102,105,82,48,65
2125,2AE19629179213A3E055000000000001,ED3409_21115,Dromard,142,145,61,120,156,141,58,48,11
2126,2AE19629179613A3E055000000000001,ED3409_21116,Dunmoylan East,69,62,27,56,66,59,54,34,14
2127,2AE19629179713A3E055000000000001,ED3409_21117,Dunmoylan West,7,8,5,9,5,15,9,5,3
2128,2AE1962917AC13A3E055000000000001,ED3409_21118,Iveruss,39,33,28,32,45,43,51,21,11
2129,2AE1962917AE13A3E055000000000001,ED3409_21119,Kilcornan,136,96,62,107,120,97,78,53,23
2130,2AE1962917AF13A3E055000000000001,ED3409_21120,Kildimo,108,109,43,81,107,94,67,35,25
2131,2AE1962917BA13A3E055000000000001,ED3409_21121,Kilscannell,61,68,51,53,91,53,55,57,24
2132,2AE1962917C213A3E055000000000001,ED3409_21122,Lismakeery,60,53,43,65,57,66,51,25,13
2133,2AE1962917C313A3E055000000000001,ED3409_21123,Loghill,69,95,79,87,99,102,76,42,24
2134,2AE1962917C513A3E055000000000001,ED3409_21124,Mohernagh,17,16,16,11,17,22,23,10,4
2135,2AE1962917B413A3E055000000000001,ED3409_21125,Nantinan,82,116,73,82,99,131,85,38,24
2136,2AE1962917B813A3E055000000000001,ED3409_21126,Pallaskenry,163,169,105,145,140,167,115,51,20
2137,2AE1962917D213A3E055000000000001,ED3409_21127,Rathkeale Rural,34,33,27,40,41,42,50,38,11
2138,2AE1962917D313A3E055000000000001,ED3409_21128,Rathkeale Urban,186,200,146,199,172,174,143,106,45
2139,2AE1962917D613A3E055000000000001,ED3409_21129,Riddlestown,99,75,45,75,111,62,75,26,18
2140,2AE1962917DB13A3E055000000000001,ED3409_21130,Shanagolden,107,109,81,122,133,99,157,78,41
2141,2AE1962917DC13A3E055000000000001,ED3409_21131,Shanid,80,70,33,73,73,75,70,39,19
2142,2AE19629177213A3E055000000000001,ED3409_21132,Bilboa,55,52,51,65,53,57,51,16,9
2143,2AE19629178A13A3E055000000000001,ED3409_21133,Doon South,164,165,145,169,156,188,148,83,50
2144,2AE1962917A913A3E055000000000001,ED3409_21134,Grean,215,220,137,178,211,186,189,98,72
2145,2AE1962917B713A3E055000000000001,ED3409_21135,Oola,148,146,115,117,142,154,158,73,29
2146,2AE1962917C813A3E055000000000001,ED3409_21136,Templebredon,74,100,32,52,110,72,57,34,16
2147,2AE196291C5113A3E055000000000001,ED3409_22001,Nenagh East Urban,522,400,381,614,471,301,207,157,122
2148,2AE196291C7013A3E055000000000001,ED3409_22002,Nenagh West Urban,859,623,581,1045,727,578,513,284,271
2149,2AE196291C0B13A3E055000000000001,ED3409_22003,Templemore,274,212,215,262,238,248,224,172,101
2150,2AE196291C1913A3E055000000000001,ED3409_22004,Thurles Urban,803,898,781,965,835,814,802,533,383
2151,2AE1962919FF13A3E055000000000001,ED3409_22005,Aglishcloghane,22,40,31,31,34,41,32,25,11
2152,2AE196291A2B13A3E055000000000001,ED3409_22006,Ballingarry,66,58,42,62,63,74,66,54,18
2153,2AE19629199813A3E055000000000001,ED3409_22007,Ballylusky,60,44,27,41,60,43,26,19,17
2154,2AE196291C1B13A3E055000000000001,ED3409_22008,Borrisokane,176,154,130,145,174,163,140,116,56
2155,2AE196291C4713A3E055000000000001,ED3409_22009,Carrig,22,22,14,17,15,34,30,14,9
2156,2AE196291C6813A3E055000000000001,ED3409_22010,Cloghjordan,173,151,71,140,159,119,137,71,34
2157,2AE196291C6913A3E055000000000001,ED3409_22011,Cloghprior,40,57,30,29,49,40,28,13,14
2158,2AE196291C6A13A3E055000000000001,ED3409_22012,Clohaskin,27,34,25,30,25,40,23,13,13
2159,2AE196291C1413A3E055000000000001,ED3409_22013,Finnoe,30,34,9,30,34,21,19,15,9
2160,2AE196291C4113A3E055000000000001,ED3409_22014,Graigue,29,29,43,28,38,38,31,22,21
2161,2AE196291C6013A3E055000000000001,ED3409_22015,Kilbarron,71,85,49,57,75,113,84,42,28
2162,2AE196291C4313A3E055000000000001,ED3409_22016,Lorrha East,33,39,29,28,33,40,44,35,15
2163,2AE196291C4413A3E055000000000001,ED3409_22017,Lorrha West,32,45,17,36,48,46,38,35,13
2164,2AE196291C4D13A3E055000000000001,ED3409_22018,Mertonhall,24,21,13,23,21,16,27,17,10
2165,2AE196291C9413A3E055000000000001,ED3409_22019,Rathcabban,56,45,16,45,39,29,37,22,15
2166,2AE196291BED13A3E055000000000001,ED3409_22020,Redwood,14,16,13,11,20,29,15,15,6
2167,2AE196291BF513A3E055000000000001,ED3409_22021,Riverstown,83,88,63,63,75,88,52,32,11
2168,2AE196291C0E13A3E055000000000001,ED3409_22022,Terryglass,53,60,40,59,59,86,66,36,20
2169,2AE196291C4613A3E055000000000001,ED3409_22023,Uskane,44,30,16,24,41,36,32,18,9
2170,2AE1962919FD13A3E055000000000001,ED3409_22024,Abington,68,93,50,83,74,87,60,32,25
2171,2AE1962919FE13A3E055000000000001,ED3409_22025,Aghnameadle,47,47,34,42,35,34,40,18,3
2172,2AE196291A0C13A3E055000000000001,ED3409_22026,Ardcrony,82,89,37,59,98,63,63,44,23
2173,2AE196291A2113A3E055000000000001,ED3409_22027,Ballina,579,491,235,463,604,343,206,133,70
2174,2AE19629198D13A3E055000000000001,ED3409_22028,Ballygibbon,83,81,47,76,107,82,78,43,19
2175,2AE19629199913A3E055000000000001,ED3409_22029,Ballymackey,94,67,46,80,78,67,67,34,14
2176,2AE196291BF913A3E055000000000001,ED3409_22030,Ballynaclogh,90,88,51,95,98,96,110,38,11
2177,2AE196291C1013A3E055000000000001,ED3409_22031,Birdhill,97,140,42,82,122,107,80,42,21
2178,2AE196291C3013A3E055000000000001,ED3409_22032,Burgesbeg,63,65,40,60,55,58,55,17,17
2179,2AE196291C4813A3E055000000000001,ED3409_22033,Carrigatogher,90,114,55,70,120,105,59,46,43
2180,2AE196291C5513A3E055000000000001,ED3409_22034,Castletown,189,241,134,144,243,226,148,98,47
2181,2AE196291BF213A3E055000000000001,ED3409_22035,Derrycastle,43,74,28,41,71,62,68,29,12
2182,2AE196291BFC13A3E055000000000001,ED3409_22036,Dolla,25,34,21,31,30,43,18,13,9
2183,3576C59998334152E0530100007F0280,ED3409_22037/22045,Greenhall / Lackagh,77,43,23,70,77,38,36,21,10
2184,2AE196291C6B13A3E055000000000001,ED3409_22038,Kilcomenty,112,113,45,78,140,82,72,35,16
2185,2AE196291C8213A3E055000000000001,ED3409_22039,Kilkeary,98,107,59,64,108,99,66,39,20
2186,2AE196291BE913A3E055000000000001,ED3409_22040,Killoscully,87,64,40,62,77,49,42,28,8
2187,2AE196291BEA13A3E055000000000001,ED3409_22041,Kilmore,98,116,44,80,133,85,58,49,25
2188,2AE196291BFE13A3E055000000000001,ED3409_22042,Kilnaneave,62,58,46,49,60,71,63,25,17
2189,2AE196291BFF13A3E055000000000001,ED3409_22043,Kilnarath,50,45,18,42,58,46,41,22,9
2190,2AE196291C2013A3E055000000000001,ED3409_22044,Knigh,108,115,85,74,126,105,77,50,32
2191,2AE196291C2C13A3E055000000000001,ED3409_22046,Latteragh,97,77,64,80,99,102,90,54,21
2192,2AE196291C5913A3E055000000000001,ED3409_22047,Monsea,63,100,54,62,101,111,86,50,15
2193,2AE196291C6F13A3E055000000000001,ED3409_22048,Nenagh Rural,249,250,172,207,277,293,234,135,53
2194,2AE196291C7A13A3E055000000000001,ED3409_22049,Newport,618,402,214,518,483,248,212,144,110
2195,2AE196291C0213A3E055000000000001,ED3409_22050,Templederry,7,12,11,9,19,23,20,18,4
2196,2AE196291C4E13A3E055000000000001,ED3409_22051,Youghalarra,116,138,92,116,163,116,91,64,19
2197,2AE196291C1113A3E055000000000001,ED3409_22052,Borrisnafarney,46,59,25,34,49,41,19,22,15
2198,2AE196291C1A13A3E055000000000001,ED3409_22053,Borrisnoe,21,15,8,15,20,16,20,2,2
2199,2AE196291C2513A3E055000000000001,ED3409_22054,Bourney East,37,34,21,29,43,36,35,25,10
2200,2AE196291C2613A3E055000000000001,ED3409_22055,Bourney West,52,40,38,53,57,34,58,32,14
2201,2AE196291C8513A3E055000000000001,ED3409_22056,Killavinoge,68,66,52,54,70,69,48,25,10
2202,2AE196291C8F13A3E055000000000001,ED3409_22057,Killea,63,59,30,35,73,59,30,17,16
2203,2AE196291BEC13A3E055000000000001,ED3409_22058,Rathnaveoge,35,27,17,30,35,36,31,21,30
2204,2AE196291BF713A3E055000000000001,ED3409_22059,Roscrea,937,862,711,975,896,758,520,411,235
2205,2AE196291C2113A3E055000000000001,ED3409_22060,Timoney,52,52,31,43,62,44,44,30,7
2206,2AE196291A2D13A3E055000000000001,ED3409_22061,Ballycahill,64,57,37,54,65,71,39,34,18
2207,2AE196291BF813A3E055000000000001,ED3409_22062,Ballymurreen,34,28,22,41,42,29,37,23,15
2208,2AE196291C1C13A3E055000000000001,ED3409_22063,Borrisoleigh,162,173,130,172,174,158,138,66,42
2209,2AE196291C0613A3E055000000000001,ED3409_22064,Drom,161,199,88,134,194,185,107,65,36
2210,2AE196291C1D13A3E055000000000001,ED3409_22065,Foilnaman,57,42,25,42,66,37,26,28,10
2211,2AE196291C3313A3E055000000000001,ED3409_22066,Glenkeen,82,39,36,68,56,49,58,31,8
2212,2AE196291C3F13A3E055000000000001,ED3409_22067,Gortkelly,78,71,52,86,74,59,73,36,15
2213,2AE196291C5613A3E055000000000001,ED3409_22068,Holycross,204,179,119,158,187,200,187,117,52
2214,2AE196291C5713A3E055000000000001,ED3409_22069,Inch,60,42,35,58,47,52,52,32,17
2215,2AE196291C0A13A3E055000000000001,ED3409_22070,Kilrush,66,91,61,52,57,86,46,25,15
2216,2AE196291C3713A3E055000000000001,ED3409_22071,Littleton,155,169,115,122,151,140,135,74,41
2217,2AE196291C4213A3E055000000000001,ED3409_22072,Longfordpass,46,58,31,33,56,38,29,18,11
2218,2AE196291C4B13A3E055000000000001,ED3409_22073,Loughmoe,84,98,52,56,105,101,63,51,22
2219,2AE196291C6213A3E055000000000001,ED3409_22074,Moyaliff,60,53,31,47,64,50,43,34,12
2220,2AE196291C6313A3E055000000000001,ED3409_22075,Moycarky,74,63,45,53,74,75,79,43,11
2221,2AE196291C6413A3E055000000000001,ED3409_22076,Moyne,99,74,53,72,72,65,62,34,21
2222,2AE196291C9313A3E055000000000001,ED3409_22077,Rahelty,126,138,58,79,130,86,88,46,21
2223,2AE196291C0D13A3E055000000000001,ED3409_22078,Templetouhy,97,124,67,98,115,118,100,63,34
2224,2AE196291C1813A3E055000000000001,ED3409_22079,Thurles Rural,341,297,304,335,285,343,237,118,54
2225,2AE196291C3A13A3E055000000000001,ED3409_22080,Twomileborris,122,163,97,101,119,130,86,44,15
2226,2AE196291C4513A3E055000000000001,ED3409_22081,Upperchurch,41,42,23,24,56,38,38,19,18
2227,2AE196291C3E13A3E055000000000001,ED3409_23082,Carrickbeg Urban,208,233,147,209,218,199,149,85,48
2228,2AE196291C3D13A3E055000000000001,ED3409_23083,Carrick-on-Suir Urban,537,589,533,618,593,572,521,271,164
2229,2AE196291C5413A3E055000000000001,ED3409_23084,Cashel Urban,294,262,319,344,325,320,215,177,156
2230,2AE196291C5013A3E055000000000001,ED3409_23085,Clonmel East Urban,457,402,453,642,519,548,442,311,189
2231,2AE196291C8013A3E055000000000001,ED3409_23086,Clonmel West Urban,585,597,643,730,626,722,797,539,324
2232,2AE196291C2213A3E055000000000001,ED3409_23087,Tipperary East Urban,301,304,285,341,271,297,329,178,103
2233,2AE196291C2413A3E055000000000001,ED3409_23088,Tipperary West Urban,223,188,217,286,244,229,179,142,111
2234,2AE196291C3C13A3E055000000000001,ED3409_23089,Carrick-on-Suir Rural,55,91,39,44,77,80,53,51,13
2235,2AE196291C2813A3E055000000000001,ED3409_23090,Garrangibbon,88,96,56,70,114,73,77,40,25
2236,2AE196291BF413A3E055000000000001,ED3409_23091,Kilmurry,44,56,23,46,59,59,40,18,9
2237,2AE196291C8613A3E055000000000001,ED3409_23092,Newtown,63,53,39,54,63,50,47,29,18
2238,2AE196291A1513A3E055000000000001,ED3409_23093,Ardmayle,72,75,62,76,81,73,67,53,18
2239,2AE196291A2013A3E055000000000001,ED3409_23094,Ardsallagh,60,59,38,56,59,71,51,23,17
2240,2AE196291C0413A3E055000000000001,ED3409_23095,Ballysheehan,75,72,31,61,68,55,49,39,49
2241,2AE196291C5313A3E055000000000001,ED3409_23096,Cashel Rural,606,385,305,542,414,279,255,144,41
2242,2AE196291C5E13A3E055000000000001,ED3409_23097,Clogher,36,38,20,29,23,29,31,16,10
2243,2AE196291C7613A3E055000000000001,ED3409_23098,Cloneen,91,79,45,61,86,54,45,33,16
2244,2AE196291C8113A3E055000000000001,ED3409_23099,Clonoulty East,73,69,59,56,66,69,51,53,27
2245,2AE196291C8D13A3E055000000000001,ED3409_23100,Clonoulty West,98,96,76,72,94,91,75,45,22
2246,2AE196291C8E13A3E055000000000001,ED3409_23101,Colman,57,78,40,42,79,55,51,29,9
2247,2AE196291BE713A3E055000000000001,ED3409_23102,Cooleagh,67,84,50,54,93,80,64,37,20
2248,2AE196291C0513A3E055000000000001,ED3409_23103,Drangan,97,98,64,73,95,100,76,45,23
2249,2AE196291C4F13A3E055000000000001,ED3409_23104,Fethard,101,74,92,142,108,126,105,80,45
2250,2AE196291C1E13A3E055000000000001,ED3409_23105,Gaile,106,91,77,105,98,98,64,47,60
2251,2AE196291C4013A3E055000000000001,ED3409_23106,Graigue,14,28,14,14,20,23,13,11,9
2252,2AE196291C4913A3E055000000000001,ED3409_23107,Greystown,44,79,46,43,62,61,38,40,12
2253,2AE196291C9013A3E055000000000001,ED3409_23108,Killeenasteena,83,170,37,70,98,83,75,58,18
2254,2AE196291C9113A3E055000000000001,ED3409_23109,Killenaule,120,161,112,139,134,188,159,83,54
2255,2AE196291C0913A3E055000000000001,ED3409_23110,Kilpatrick,121,120,83,102,142,153,91,54,31
2256,2AE196291C2A13A3E055000000000001,ED3409_23111,Knockgraffon,125,113,68,101,125,108,73,45,22
2257,2AE196291C4C13A3E055000000000001,ED3409_23112,Magorban,101,95,57,84,97,78,55,24,33
2258,2AE196291C8713A3E055000000000001,ED3409_23113,Nodstown,111,72,36,94,101,59,50,27,17
2259,2AE196291C8813A3E055000000000001,ED3409_23114,Oughterleague,59,79,47,57,85,70,58,38,40
2260,2AE196291C8913A3E055000000000001,ED3409_23115,Peppardstown,231,196,139,195,216,166,122,85,43
2261,2AE196291C3913A3E055000000000001,ED3409_23116,Tullamain,101,117,41,92,131,78,64,37,15
2262,2AE196291A1413A3E055000000000001,ED3409_23117,Ardfinnan,147,133,107,179,164,145,126,76,26
2263,2AE196291A2C13A3E055000000000001,ED3409_23118,Ballybacon,81,63,38,73,72,64,47,26,8
2264,2AE196291C0313A3E055000000000001,ED3409_23119,Ballyporeen,131,112,88,97,164,97,120,78,34
2265,2AE196291C3113A3E055000000000001,ED3409_23120,Burncourt,78,55,31,54,86,43,50,42,12
2266,2AE196291C3213A3E055000000000001,ED3409_23121,Caher,131,113,129,127,177,149,122,97,89
2267,2AE196291C5D13A3E055000000000001,ED3409_23122,Clogheen,103,86,97,108,149,128,124,99,48
2268,2AE196291BE613A3E055000000000001,ED3409_23123,Coolagarranroe,94,63,52,84,67,75,75,41,14
2269,2AE196291BFB13A3E055000000000001,ED3409_23124,Derrygrath,117,104,31,108,103,93,77,55,19
2270,2AE196291C6C13A3E055000000000001,ED3409_23125,Kilcommon,247,274,281,285,253,324,237,152,64
2271,2AE196291C7713A3E055000000000001,ED3409_23126,Kilcoran,71,101,50,50,106,57,48,30,18
2272,2AE196291C5A13A3E055000000000001,ED3409_23127,Mortlestown,339,280,193,356,278,171,90,53,17
2273,2AE196291C7913A3E055000000000001,ED3409_23128,Newcastle,130,107,66,119,96,78,70,37,24
2274,2AE196291C2D13A3E055000000000001,ED3409_23129,Tubbrid,99,64,62,92,77,84,76,37,16
2275,2AE196291C2E13A3E055000000000001,ED3409_23130,Tullaghmelan,155,159,101,128,184,146,108,50,37
2276,2AE196291C3813A3E055000000000001,ED3409_23131,Tullaghorton,36,37,21,32,51,30,33,21,9
2277,2AE196291A3813A3E055000000000001,ED3409_23132,Ballyclerahan,178,178,93,163,197,152,64,35,22
